,Status
3845,Pending
3846,Declined
3847,Accepted
3848,Accepted
3849,Accepted
3850,Accepted
3851,Accepted
3852,Accepted
3853,Pending
3854,Accepted
3855,Accepted
3856,Declined
3857,Accepted
3858,Declined
3859,Declined
3860,Accepted
3861,Accepted
3862,Declined
3863,Declined
3864,Pending
3865,Accepted
3866,Declined
3867,Declined
3868,Accepted
3869,Accepted
3870,Declined
3871,Accepted
3872,Accepted
3873,Accepted
3874,Accepted
3875,Accepted
3876,Declined
3877,Declined
3878,Declined
3879,Accepted
3880,Declined
3881,Declined
3882,Wait list
3883,Accepted
3884,Declined
3885,Wait list
3886,Accepted
3887,Accepted
3888,Accepted
3889,Accepted
3890,Accepted
3891,Accepted
3892,Declined
3893,Accepted
3894,Accepted
3895,Accepted
3896,Accepted
3897,Accepted
3898,Accepted
3899,Accepted
3900,Accepted
3901,Accepted
3902,Declined
3903,Accepted
3904,Declined
3905,Accepted
3906,Accepted
3907,Accepted
3908,Accepted
3909,Declined
3910,Accepted
3911,Accepted
3912,Accepted
3913,Accepted
3914,Accepted
3915,Pending
3916,Accepted
3917,Declined
3918,Accepted
3919,Pending
3920,Accepted
3921,Accepted
3922,Declined
3923,Wait list
3924,Accepted
3925,Declined
3926,Accepted
3927,Declined
3928,Accepted
3929,Wait list
3930,Accepted
3931,Declined
3932,Accepted
3933,Accepted
3934,Accepted
3935,Accepted
3936,Accepted
3937,Declined
3938,Declined
3939,Declined
3940,Accepted
3941,Accepted
3942,Declined
3943,Accepted
3944,Pending
3945,Declined
3946,Declined
3947,Accepted
3948,Accepted
3949,Declined
3950,Accepted
3951,Accepted
3952,Declined
3953,Wait list
3954,Accepted
3955,Declined
3956,Declined
3957,Declined
3958,Accepted
3959,Accepted
3960,Declined
3961,Declined
3962,Declined
3963,Accepted
3964,Declined
3965,Declined
3966,Declined
3967,Accepted
3968,Accepted
3969,Declined
3970,Wait list
3971,Accepted
3972,Accepted
3973,Accepted
3974,Accepted
3975,Accepted
3976,Accepted
3977,Accepted
3978,Declined
3979,Pending
3980,Accepted
3981,Accepted
3982,Accepted
3983,Wait list
3984,Accepted
3985,Accepted
3986,Declined
3987,Declined
3988,Pending
3989,Declined
3990,Accepted
3991,Accepted
3992,Pending
3993,Pending
3994,Wait list
3995,Pending
3996,Pending
3997,Accepted
3998,Accepted
3999,Accepted
4000,Accepted
4001,Pending
4002,Accepted
4003,Accepted
4004,Accepted
4005,Pending
4006,Pending
4007,Pending
4008,Pending
4009,Pending
4010,Declined
4011,Accepted
4012,Accepted
4013,Accepted
4014,Accepted
4015,Accepted
4016,Accepted
4017,Accepted
4018,Accepted
4019,Pending
4020,Declined
4021,Declined
4022,Pending
4023,Accepted
4024,Declined
4025,Declined
4026,Declined
4027,Pending
4028,Declined
4029,Pending
4030,Accepted
4031,Declined
4032,Declined
4033,Accepted
4034,Declined
4035,Accepted
4036,Pending
4037,Pending
4038,Accepted
4039,Accepted
4040,Accepted
4041,Accepted
4042,Pending
4043,Declined
4044,Accepted
4045,Declined
4046,Accepted
4047,Accepted
4048,Accepted
4049,Declined
4050,Declined
4051,Declined
4052,Declined
4053,Declined
4054,Declined
4055,Accepted
4056,Pending
4057,Pending
4058,Pending
4059,Pending
4060,Pending
4061,Pending
4062,Accepted
4063,Declined
4064,Pending
4065,Accepted
4066,Pending
4067,Accepted
4068,Accepted
4069,Declined
4070,Declined
4071,Declined
4072,Declined
4073,Accepted
4074,Accepted
4075,Accepted
4076,Accepted
4077,Pending
4078,Declined
4079,Accepted
4080,Accepted
4081,Accepted
4082,Accepted
4083,Declined
4084,Accepted
4085,Accepted
4086,Accepted
4087,Declined
4088,Accepted
4089,Accepted
4090,Declined
4091,Declined
4092,Declined
4093,Declined
4094,Declined
4095,Declined
4096,Accepted
4097,Declined
4098,Declined
4099,Accepted
4100,Accepted
4101,Accepted
4102,Accepted
4103,Pending
4104,Pending
4105,Accepted
4106,Accepted
4107,Accepted
4108,Declined
4109,Accepted
4110,Pending
4111,Declined
4112,Declined
4113,Accepted
4114,Pending
4115,Declined
4116,Declined
4117,Wait list
4118,Declined
4119,Accepted
4120,Accepted
4121,Pending
4122,Pending
4123,Pending
4124,Accepted
4125,Accepted
4126,Accepted
4127,Pending
4128,Accepted
4129,Declined
4130,Pending
4131,Pending
4132,Pending
4133,Pending
4134,Declined
4135,Declined
4136,Declined
4137,Accepted
4138,Pending
4139,Pending
4140,Pending
4141,Accepted
4142,Accepted
4143,Accepted
4144,Accepted
4145,Accepted
4146,Accepted
4147,Accepted
4148,Accepted
4149,Accepted
4150,Accepted
4151,Accepted
4152,Pending
4153,Accepted
4154,Accepted
4155,Accepted
4156,Pending
4157,Pending
4158,Accepted
4159,Pending
4160,Pending
4161,Accepted
4162,Declined
4163,Declined
4164,Accepted
4165,Wait list
4166,Accepted
4167,Accepted
4168,Wait list
4169,Accepted
4170,Accepted
4171,Accepted
4172,Accepted
4173,Accepted
4174,Pending
4175,Accepted
4176,Accepted
4177,Declined
4178,Accepted
4179,Accepted
4180,Declined
4181,Pending
4182,Pending
4183,Declined
4184,Accepted
4185,Accepted
4186,Pending
4187,Accepted
4188,Declined
4189,Accepted
4190,Accepted
4191,Pending
4192,Pending
4193,Pending
4194,Pending
4195,Pending
4196,Pending
4197,Declined
4198,Pending
4199,Pending
4200,Pending
4201,Declined
4202,Pending
4203,Wait list
4204,Pending
4205,Pending
4206,Wait list
4207,Declined
4208,Declined
4209,Wait list
4210,Accepted
4211,Declined
4212,Accepted
4213,Pending
4214,Pending
4215,Pending
4216,Pending
4217,Pending
4218,Pending
4219,Pending
4220,Accepted
4221,Accepted
4222,Declined
4223,Declined
4224,Declined
4225,Declined
4226,Accepted
4227,Accepted
4228,Accepted
4229,Accepted
4230,Accepted
4231,Declined
4232,Accepted
4233,Accepted
4234,Declined
4235,Accepted
4236,Accepted
4237,Accepted
4238,Accepted
4239,Accepted
4240,Accepted
4241,Accepted
4242,Accepted
4243,Accepted
4244,Accepted
4245,Accepted
4246,Accepted
4247,Accepted
4248,Accepted
4249,Accepted
4250,Accepted
4251,Accepted
4252,Accepted
4253,Accepted
4254,Declined
4255,Declined
4256,Declined
4257,Accepted
4258,Declined
4259,Accepted
4260,Accepted
4261,Accepted
4262,Accepted
4263,Accepted
4264,Declined
4265,Declined
4266,Accepted
4267,Accepted
4268,Accepted
4269,Accepted
4270,Declined
4271,Accepted
4272,Declined
4273,Declined
4274,Declined
4275,Accepted
4276,Accepted
4277,Accepted
4278,Accepted
4279,Accepted
4280,Accepted
4281,Accepted
4282,Declined
4283,Accepted
4284,Accepted
4285,Accepted
4286,Accepted
4287,Accepted
4288,Accepted
4289,Declined
4290,Accepted
4291,Accepted
4292,Declined
4293,Accepted
4294,Accepted
4295,Accepted
4296,Accepted
4297,Accepted
4298,Accepted
4299,Declined
4300,Accepted
4301,Declined
4302,Pending
4303,Declined
4304,Accepted
4305,Accepted
4306,Accepted
4307,Accepted
4308,Accepted
4309,Accepted
4310,Accepted
4311,Accepted
4312,Accepted
4313,Accepted
4314,Accepted
4315,Accepted
4316,Accepted
4317,Accepted
4318,Accepted
4319,Accepted
4320,Accepted
4321,Declined
4322,Accepted
4323,Accepted
4324,Accepted
4325,Accepted
4326,Pending
4327,Accepted
4328,Accepted
4329,Accepted
4330,Accepted
4331,Accepted
4332,Declined
4333,Accepted
4334,Accepted
4335,Accepted
4336,Accepted
4337,Declined
4338,Declined
4339,Declined
4340,Declined
4341,Declined
4342,Accepted
4343,Declined
4344,Declined
4345,Pending
4346,Accepted
4347,Declined
4348,Accepted
4349,Declined
4350,Accepted
4351,Accepted
4352,Declined
4353,Accepted
4354,Accepted
4355,Accepted
4356,Declined
4357,Declined
4358,Accepted
4359,Accepted
4360,Declined
4361,Accepted
4362,Accepted
4363,Accepted
4364,Declined
4365,Declined
4366,Declined
4367,Accepted
4368,Accepted
4369,Accepted
4370,Accepted
4371,Accepted
4372,Declined
4373,Accepted
4374,Accepted
4375,Accepted
4376,Declined
4377,Accepted
4378,Accepted
4379,Accepted
4380,Declined
4381,Declined
4382,Accepted
4383,Accepted
4384,Accepted
4385,Declined
4386,Accepted
4387,Accepted
4388,Declined
4389,Accepted
4390,Accepted
4391,Accepted
4392,Accepted
4393,Accepted
4394,Accepted
4395,Accepted
4396,Accepted
4397,Accepted
4398,Accepted
4399,Accepted
4400,Declined
4401,Declined
4402,Accepted
4403,Declined
4404,Accepted
4405,Declined
4406,Declined
4407,Accepted
4408,Declined
4409,Declined
4410,Accepted
4411,Declined
4412,Accepted
4413,Accepted
4414,Declined
4415,Accepted
4416,Accepted
4417,Accepted
4418,Accepted
4419,Accepted
4420,Accepted
4421,Accepted
4422,Accepted
4423,Declined
4424,Declined
4425,Accepted
4426,Accepted
4427,Accepted
4428,Declined
4429,Accepted
4430,Declined
4431,Declined
4432,Declined
4433,Declined
4434,Declined
4435,Declined
4436,Declined
4437,Accepted
4438,Accepted
4439,Accepted
4440,Declined
4441,Accepted
4442,Accepted
4443,Accepted
4444,Accepted
4445,Accepted
4446,Declined
4447,Declined
4448,Declined
4449,Declined
4450,Declined
4451,Accepted
4452,Declined
4453,Accepted
4454,Declined
4455,Accepted
4456,Accepted
4457,Wait list
4458,Declined
4459,Accepted
4460,Declined
4461,Declined
4462,Accepted
4463,Declined
4464,Accepted
4465,Pending
4466,Declined
4467,Accepted
4468,Declined
4469,Accepted
4470,Accepted
4471,Accepted
4472,Wait list
4473,Accepted
4474,Wait list
4475,Accepted
4476,Accepted
4477,Accepted
4478,Declined
4479,Accepted
4480,Accepted
4481,Accepted
4482,Accepted
4483,Declined
4484,Accepted
4485,Accepted
4486,Accepted
4487,Accepted
4488,Pending
4489,Declined
4490,Accepted
4491,Accepted
4492,Accepted
4493,Declined
4494,Wait list
4495,Accepted
4496,Accepted
4497,Accepted
4498,Accepted
4499,Declined
4500,Accepted
4501,Accepted
4502,Declined
4503,Accepted
4504,Accepted
4505,Declined
4506,Pending
4507,Pending
4508,Wait list
4509,Accepted
4510,Accepted
4511,Declined
4512,Accepted
4513,Accepted
4514,Accepted
4515,Declined
4516,Accepted
4517,Declined
4518,Declined
4519,Accepted
4520,Declined
4521,Accepted
4522,Accepted
4523,Declined
4524,Accepted
4525,Accepted
4526,Accepted
4527,Accepted
4528,Accepted
4529,Declined
4530,Accepted
4531,Accepted
4532,Accepted
4533,Accepted
4534,Accepted
4535,Accepted
4536,Declined
4537,Declined
4538,Accepted
4539,Accepted
4540,Accepted
4541,Accepted
4542,Declined
4543,Accepted
4544,Accepted
4545,Declined
4546,Declined
4547,Accepted
4548,Wait list
4549,Declined
4550,Declined
4551,Accepted
4552,Accepted
4553,Accepted
4554,Accepted
4555,Accepted
4556,Accepted
4557,Declined
4558,Accepted
4559,Accepted
4560,Declined
4561,Accepted
4562,Accepted
4563,Accepted
4564,Pending
4565,Declined
4566,Accepted
4567,Accepted
4568,Accepted
4569,Accepted
4570,Accepted
4571,Wait list
4572,Accepted
4573,Accepted
4574,Accepted
4575,Accepted
4576,Accepted
4577,Accepted
4578,Wait list
4579,Wait list
4580,Accepted
4581,Accepted
4582,Accepted
4583,Accepted
4584,Accepted
4585,Accepted
4586,Declined
4587,Pending
4588,Accepted
4589,Accepted
4590,Accepted
4591,Accepted
4592,Accepted
4593,Accepted
4594,Pending
4595,Accepted
4596,Declined
4597,Accepted
4598,Accepted
4599,Pending
4600,Accepted
4601,Declined
4602,Declined
4603,Declined
4604,Accepted
4605,Accepted
4606,Declined
4607,Declined
4608,Accepted
4609,Accepted
4610,Accepted
4611,Accepted
4612,Accepted
4613,Declined
4614,Accepted
4615,Accepted
4616,Wait list
4617,Declined
4618,Declined
4619,Declined
4620,Accepted
4621,Declined
4622,Declined
4623,Pending
4624,Accepted
4625,Accepted
4626,Wait list
4627,Accepted
4628,Wait list
4629,Declined
4630,Declined
4631,Declined
4632,Wait list
4633,Declined
4634,Declined
4635,Accepted
4636,Accepted
4637,Declined
4638,Declined
4639,Declined
4640,Accepted
4641,Accepted
4642,Accepted
4643,Accepted
4644,Accepted
4645,Declined
4646,Declined
4647,Accepted
4648,Pending
4649,Accepted
4650,Accepted
4651,Accepted
4652,Wait list
4653,Accepted
4654,Accepted
4655,Accepted
4656,Accepted
4657,Declined
4658,Pending
4659,Accepted
4660,Accepted
4661,Declined
4662,Wait list
4663,Accepted
4664,Accepted
4665,Accepted
4666,Accepted
4667,Accepted
4668,Accepted
4669,Accepted
4670,Accepted
4671,Accepted
4672,Accepted
4673,Accepted
4674,Declined
4675,Declined
4676,Declined
4677,Pending
4678,Pending
4679,Pending
4680,Pending
4681,Pending
4682,Pending
4683,Pending
4684,Accepted
4685,Accepted
4686,Declined
4687,Declined
4688,Accepted
4689,Accepted
4690,Accepted
4691,Accepted
4692,Accepted
4693,Declined
4694,Declined
4695,Declined
4696,Declined
4697,Declined
4698,Declined
4699,Declined
4700,Declined
4701,Accepted
4702,Accepted
4703,Accepted
4704,Accepted
4705,Accepted
4706,Declined
4707,Accepted
4708,Accepted
4709,Declined
4710,Accepted
4711,Accepted
4712,Accepted
4713,Pending
4714,Accepted
4715,Declined
4716,Accepted
4717,Pending
4718,Declined
4719,Accepted
4720,Accepted
4721,Accepted
4722,Accepted
4723,Accepted
4724,Wait list
4725,Accepted
4726,Accepted
4727,Accepted
4728,Accepted
4729,Declined
4730,Accepted
4731,Accepted
4732,Accepted
4733,Declined
4734,Declined
4735,Accepted
4736,Declined
4737,Declined
4738,Declined
4739,Declined
4740,Declined
4741,Declined
4742,Declined
4743,Accepted
4744,Wait list
4745,Pending
4746,Accepted
4747,Accepted
4748,Accepted
4749,Accepted
4750,Accepted
4751,Declined
4752,Accepted
4753,Declined
4754,Accepted
4755,Accepted
4756,Accepted
4757,Accepted
4758,Accepted
4759,Accepted
4760,Accepted
4761,Accepted
4762,Accepted
4763,Pending
4764,Pending
4765,Pending
4766,Declined
4767,Declined
4768,Accepted
4769,Declined
4770,Pending
4771,Declined
4772,Accepted
4773,Accepted
4774,Accepted
4775,Pending
4776,Accepted
4777,Pending
4778,Accepted
4779,Declined
4780,Accepted
4781,Accepted
4782,Accepted
4783,Accepted
4784,Accepted
4785,Accepted
4786,Accepted
4787,Pending
4788,Pending
4789,Declined
4790,Declined
4791,Declined
4792,Accepted
4793,Accepted
4794,Accepted
4795,Accepted
4796,Declined
4797,Declined
4798,Declined
4799,Declined
4800,Declined
4801,Declined
4802,Declined
4803,Pending
4804,Pending
4805,Pending
4806,Accepted
4807,Accepted
4808,Accepted
4809,Accepted
4810,Pending
4811,Pending
4812,Accepted
4813,Declined
4814,Accepted
4815,Declined
4816,Accepted
4817,Pending
4818,Wait list
4819,Accepted
4820,Declined
4821,Accepted
4822,Accepted
4823,Declined
4824,Declined
4825,Accepted
4826,Declined
4827,Accepted
4828,Accepted
4829,Declined
4830,Accepted
4831,Pending
4832,Accepted
4833,Accepted
4834,Pending
4835,Pending
4836,Declined
4837,Pending
4838,Accepted
4839,Pending
4840,Accepted
4841,Pending
4842,Accepted
4843,Accepted
4844,Declined
4845,Accepted
4846,Pending
4847,Pending
4848,Declined
4849,Pending
4850,Pending
4851,Wait list
4852,Accepted
4853,Accepted
4854,Pending
4855,Accepted
4856,Accepted
4857,Accepted
4858,Wait list
4859,Declined
4860,Wait list
4861,Accepted
4862,Declined
4863,Declined
4864,Wait list
4865,Accepted
4866,Declined
4867,Declined
4868,Accepted
4869,Accepted
4870,Accepted
4871,Accepted
4872,Accepted
4873,Wait list
4874,Pending
4875,Pending
4876,Pending
4877,Pending
4878,Accepted
4879,Accepted
4880,Pending
4881,Declined
4882,Wait list
4883,Accepted
4884,Accepted
4885,Accepted
4886,Accepted
4887,Accepted
4888,Pending
4889,Accepted
4890,Accepted
4891,Accepted
4892,Declined
4893,Accepted
4894,Accepted
4895,Accepted
4896,Accepted
4897,Pending
4898,Pending
4899,Accepted
4900,Declined
4901,Accepted
4902,Declined
4903,Accepted
4904,Accepted
4905,Pending
4906,Accepted
4907,Accepted
4908,Declined
4909,Accepted
4910,Pending
4911,Pending
4912,Declined
4913,Accepted
4914,Accepted
4915,Accepted
4916,Accepted
4917,Accepted
4918,Accepted
4919,Declined
4920,Accepted
4921,Accepted
4922,Accepted
4923,Accepted
4924,Accepted
4925,Accepted
4926,Accepted
4927,Declined
4928,Accepted
4929,Declined
4930,Accepted
4931,Accepted
4932,Accepted
4933,Accepted
4934,Accepted
4935,Accepted
4936,Declined
4937,Declined
4938,Declined
4939,Accepted
4940,Accepted
4941,Accepted
4942,Accepted
4943,Declined
4944,Accepted
4945,Accepted
4946,Declined
4947,Declined
4948,Declined
4949,Accepted
4950,Declined
4951,Accepted
4952,Accepted
4953,Accepted
4954,Accepted
4955,Accepted
4956,Accepted
4957,Accepted
4958,Accepted
4959,Accepted
4960,Declined
4961,Declined
4962,Accepted
4963,Accepted
4964,Accepted
4965,Accepted
4966,Declined
4967,Declined
4968,Accepted
4969,Declined
4970,Declined
4971,Wait list
4972,Declined
4973,Accepted
4974,Accepted
4975,Declined
4976,Declined
4977,Accepted
4978,Accepted
4979,Accepted
4980,Accepted
4981,Accepted
4982,Accepted
4983,Declined
4984,Declined
4985,Declined
4986,Declined
4987,Declined
4988,Accepted
4989,Declined
4990,Declined
4991,Accepted
4992,Declined
4993,Accepted
4994,Accepted
4995,Declined
4996,Declined
4997,Accepted
4998,Declined
4999,Declined
5000,Accepted
5001,Accepted
5002,Accepted
5003,Accepted
5004,Accepted
5005,Accepted
5006,Declined
5007,Accepted
5008,Accepted
5009,Accepted
5010,Accepted
5011,Accepted
5012,Accepted
5013,Declined
5014,Declined
5015,Accepted
5016,Declined
5017,Wait list
5018,Accepted
5019,Accepted
5020,Declined
5021,Wait list
5022,Accepted
5023,Accepted
5024,Declined
5025,Accepted
5026,Declined
5027,Accepted
5028,Accepted
5029,Declined
5030,Accepted
5031,Accepted
5032,Accepted
5033,Declined
5034,Accepted
5035,Accepted
5036,Accepted
5037,Accepted
5038,Accepted
5039,Accepted
5040,Accepted
5041,Accepted
5042,Accepted
5043,Declined
5044,Declined
5045,Accepted
5046,Accepted
5047,Declined
5048,Accepted
5049,Declined
5050,Accepted
5051,Declined
5052,Declined
5053,Declined
5054,Declined
5055,Declined
5056,Declined
5057,Accepted
5058,Declined
5059,Accepted
5060,Declined
5061,Accepted
5062,Accepted
5063,Accepted
5064,Accepted
5065,Accepted
5066,Declined
5067,Accepted
5068,Accepted
5069,Accepted
5070,Declined
5071,Declined
5072,Accepted
5073,Accepted
5074,Accepted
5075,Accepted
5076,Accepted
5077,Accepted
5078,Accepted
5079,Accepted
5080,Declined
5081,Declined
5082,Declined
5083,Accepted
5084,Declined
5085,Declined
5086,Accepted
5087,Declined
5088,Declined
5089,Declined
5090,Accepted
5091,Accepted
5092,Pending
5093,Accepted
5094,Declined
5095,Accepted
5096,Accepted
5097,Accepted
5098,Accepted
5099,Wait list
5100,Accepted
5101,Accepted
5102,Accepted
5103,Accepted
5104,Declined
5105,Accepted
5106,Accepted
5107,Accepted
5108,Accepted
5109,Accepted
5110,Accepted
5111,Accepted
5112,Wait list
5113,Accepted
5114,Declined
5115,Declined
5116,Declined
5117,Declined
5118,Accepted
5119,Declined
5120,Accepted
5121,Accepted
5122,Declined
5123,Declined
5124,Declined
5125,Accepted
5126,Accepted
5127,Accepted
5128,Accepted
5129,Declined
5130,Declined
5131,Declined
5132,Accepted
5133,Declined
5134,Accepted
5135,Declined
5136,Accepted
5137,Accepted
5138,Accepted
5139,Accepted
5140,Declined
5141,Declined
5142,Accepted
5143,Wait list
5144,Declined
5145,Accepted
5146,Accepted
5147,Accepted
5148,Wait list
5149,Accepted
5150,Accepted
5151,Declined
5152,Accepted
5153,Accepted
5154,Accepted
5155,Declined
5156,Accepted
5157,Declined
5158,Accepted
5159,Accepted
5160,Declined
5161,Accepted
5162,Accepted
5163,Declined
5164,Accepted
5165,Declined
5166,Declined
5167,Accepted
5168,Declined
5169,Declined
5170,Declined
5171,Declined
5172,Declined
5173,Declined
5174,Declined
5175,Accepted
5176,Accepted
5177,Accepted
5178,Declined
5179,Declined
5180,Declined
5181,Declined
5182,Declined
5183,Declined
5184,Accepted
5185,Declined
5186,Declined
5187,Declined
5188,Accepted
5189,Accepted
5190,Accepted
5191,Accepted
5192,Declined
5193,Declined
5194,Accepted
5195,Declined
5196,Wait list
5197,Declined
5198,Accepted
5199,Wait list
5200,Declined
5201,Accepted
5202,Accepted
5203,Declined
5204,Declined
5205,Declined
5206,Declined
5207,Declined
5208,Accepted
5209,Accepted
5210,Declined
5211,Accepted
5212,Wait list
5213,Accepted
5214,Accepted
5215,Declined
5216,Declined
5217,Declined
5218,Wait list
5219,Declined
5220,Wait list
5221,Accepted
5222,Accepted
5223,Accepted
5224,Accepted
5225,Accepted
5226,Accepted
5227,Declined
5228,Declined
5229,Accepted
5230,Accepted
5231,Accepted
5232,Accepted
5233,Accepted
5234,Declined
5235,Declined
5236,Accepted
5237,Accepted
5238,Pending
5239,Accepted
5240,Accepted
5241,Accepted
5242,Accepted
5243,Accepted
5244,Declined
5245,Accepted
5246,Accepted
5247,Accepted
5248,Accepted
5249,Pending
5250,Accepted
5251,Accepted
5252,Accepted
5253,Wait list
5254,Accepted
5255,Accepted
5256,Accepted
5257,Declined
5258,Accepted
5259,Accepted
5260,Accepted
5261,Accepted
5262,Accepted
5263,Accepted
5264,Accepted
5265,Declined
5266,Accepted
5267,Accepted
5268,Declined
5269,Accepted
5270,Accepted
5271,Accepted
5272,Accepted
5273,Accepted
5274,Declined
5275,Accepted
5276,Declined
5277,Accepted
5278,Declined
5279,Accepted
5280,Declined
5281,Declined
5282,Accepted
5283,Declined
5284,Accepted
5285,Declined
5286,Accepted
5287,Accepted
5288,Declined
5289,Declined
5290,Declined
5291,Declined
5292,Declined
5293,Declined
5294,Accepted
5295,Accepted
5296,Accepted
5297,Declined
5298,Declined
5299,Declined
5300,Declined
5301,Declined
5302,Declined
5303,Declined
5304,Accepted
5305,Accepted
5306,Declined
5307,Accepted
5308,Accepted
5309,Accepted
5310,Accepted
5311,Declined
5312,Declined
5313,Wait list
5314,Pending
5315,Accepted
5316,Declined
5317,Accepted
5318,Declined
5319,Declined
5320,Accepted
5321,Declined
5322,Declined
5323,Declined
5324,Declined
5325,Accepted
5326,Accepted
5327,Accepted
5328,Accepted
5329,Declined
5330,Declined
5331,Accepted
5332,Accepted
5333,Accepted
5334,Accepted
5335,Accepted
5336,Accepted
5337,Accepted
5338,Accepted
5339,Declined
5340,Accepted
5341,Declined
5342,Accepted
5343,Accepted
5344,Accepted
5345,Accepted
5346,Accepted
5347,Accepted
5348,Accepted
5349,Accepted
5350,Declined
5351,Accepted
5352,Declined
5353,Accepted
5354,Accepted
5355,Declined
5356,Accepted
5357,Accepted
5358,Declined
5359,Accepted
5360,Accepted
5361,Accepted
5362,Accepted
5363,Declined
5364,Declined
5365,Accepted
5366,Accepted
5367,Declined
5368,Accepted
5369,Declined
5370,Accepted
5371,Declined
5372,Accepted
5373,Accepted
5374,Declined
5375,Accepted
5376,Accepted
5377,Accepted
5378,Accepted
5379,Accepted
5380,Accepted
5381,Declined
5382,Accepted
5383,Accepted
5384,Accepted
5385,Accepted
5386,Accepted
5387,Declined
5388,Declined
5389,Accepted
5390,Accepted
5391,Accepted
5392,Declined
5393,Accepted
5394,Declined
5395,Declined
5396,Declined
5397,Accepted
5398,Accepted
5399,Declined
5400,Accepted
5401,Declined
5402,Accepted
5403,Accepted
5404,Accepted
5405,Accepted
5406,Accepted
5407,Accepted
5408,Accepted
5409,Accepted
5410,Accepted
5411,Declined
5412,Declined
5413,Declined
5414,Declined
5415,Pending
5416,Accepted
5417,Declined
5418,Declined
5419,Declined
5420,Declined
5421,Declined
5422,Declined
5423,Declined
5424,Declined
5425,Accepted
5426,Accepted
5427,Pending
5428,Accepted
5429,Accepted
5430,Accepted
5431,Declined
5432,Declined
5433,Declined
5434,Declined
5435,Declined
5436,Accepted
5437,Pending
5438,Accepted
5439,Accepted
5440,Accepted
5441,Wait list
5442,Declined
5443,Accepted
5444,Declined
5445,Accepted
5446,Accepted
5447,Accepted
5448,Accepted
5449,Accepted
5450,Pending
5451,Accepted
5452,Accepted
5453,Accepted
5454,Accepted
5455,Accepted
5456,Accepted
5457,Pending
5458,Declined
5459,Accepted
5460,Declined
5461,Declined
5462,Accepted
5463,Accepted
5464,Accepted
5465,Accepted
5466,Accepted
5467,Accepted
5468,Declined
5469,Declined
5470,Accepted
5471,Declined
5472,Accepted
5473,Declined
5474,Accepted
5475,Declined
5476,Declined
5477,Accepted
5478,Declined
5479,Accepted
5480,Declined
5481,Pending
5482,Pending
5483,Pending
5484,Pending
5485,Wait list
5486,Wait list
5487,Wait list
5488,Declined
5489,Accepted
5490,Accepted
5491,Accepted
5492,Accepted
5493,Accepted
5494,Wait list
5495,Accepted
5496,Accepted
5497,Accepted
5498,Accepted
5499,Accepted
5500,Declined
5501,Declined
5502,Declined
5503,Accepted
5504,Accepted
5505,Accepted
5506,Declined
5507,Accepted
5508,Declined
5509,Accepted
5510,Accepted
5511,Pending
5512,Accepted
5513,Accepted
5514,Declined
5515,Accepted
5516,Declined
5517,Accepted
5518,Accepted
5519,Declined
5520,Pending
5521,Declined
5522,Wait list
5523,Accepted
5524,Accepted
5525,Accepted
5526,Accepted
5527,Accepted
5528,Accepted
5529,Accepted
5530,Accepted
5531,Accepted
5532,Pending
5533,Pending
5534,Declined
5535,Accepted
5536,Declined
5537,Accepted
5538,Declined
5539,Declined
5540,Declined
5541,Declined
5542,Wait list
5543,Accepted
5544,Accepted
5545,Accepted
5546,Declined
5547,Accepted
5548,Declined
5549,Declined
5550,Accepted
5551,Declined
5552,Declined
5553,Accepted
5554,Declined
5555,Wait list
5556,Declined
5557,Declined
5558,Accepted
5559,Accepted
5560,Declined
5561,Declined
5562,Declined
5563,Declined
5564,Declined
5565,Declined
5566,Accepted
5567,Accepted
5568,Declined
5569,Wait list
5570,Declined
5571,Declined
5572,Accepted
5573,Declined
5574,Declined
5575,Accepted
5576,Declined
5577,Declined
5578,Accepted
5579,Declined
5580,Accepted
5581,Declined
5582,Accepted
5583,Declined
5584,Accepted
5585,Declined
5586,Declined
5587,Accepted
5588,Declined
5589,Accepted
5590,Accepted
5591,Accepted
5592,Declined
5593,Accepted
5594,Pending
5595,Declined
5596,Accepted
5597,Wait list
5598,Declined
5599,Declined
5600,Pending
5601,Pending
5602,Accepted
5603,Declined
5604,Declined
5605,Accepted
5606,Pending
5607,Pending
5608,Pending
5609,Declined
5610,Accepted
5611,Wait list
5612,Accepted
5613,Accepted
5614,Accepted
5615,Declined
5616,Accepted
5617,Accepted
5618,Wait list
5619,Pending
5620,Pending
5621,Accepted
5622,Declined
5623,Accepted
5624,Accepted
5625,Accepted
5626,Accepted
5627,Declined
5628,Wait list
5629,Declined
5630,Wait list
5631,Accepted
5632,Wait list
5633,Accepted
5634,Wait list
5635,Declined
5636,Declined
5637,Declined
5638,Declined
5639,Declined
5640,Declined
5641,Accepted
5642,Accepted
5643,Accepted
5644,Accepted
5645,Pending
5646,Pending
5647,Accepted
5648,Wait list
5649,Pending
5650,Pending
5651,Accepted
5652,Accepted
5653,Accepted
5654,Accepted
5655,Accepted
5656,Declined
5657,Accepted
5658,Accepted
5659,Declined
5660,Declined
5661,Accepted
5662,Accepted
5663,Accepted
5664,Declined
5665,Accepted
5666,Declined
5667,Accepted
5668,Declined
5669,Declined
5670,Accepted
5671,Accepted
5672,Declined
5673,Accepted
5674,Accepted
5675,Declined
5676,Accepted
5677,Declined
5678,Declined
5679,Accepted
5680,Accepted
5681,Accepted
5682,Accepted
5683,Accepted
5684,Accepted
5685,Pending
5686,Accepted
